timestamp,hostname,in_iface,out_iface,mac,src_ip,dst_ip,len,tos,prec,ttl,id,proto,spt,dpt,seq,ack,window,urgp,mark
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,43,26416,TCP,63572,1067,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,46,64605,TCP,63572,1524,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,42,11812,TCP,63572,1862,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,49,57352,TCP,63572,9594,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,54,11690,TCP,63572,1010,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,40,33940,TCP,63572,32779,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,40,25764,TCP,63572,8180,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,48,17679,TCP,63572,8001,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,51,28295,TCP,63572,2013,1963706157,0,1024,0,0
Aug 30 04:43:37,mentorednetworking561-13-mentored-na-server-0,net1,,86:f6:e3:a3:06:ca:f6:9e:a4:56:0b:00:08:00:45:00:00:2c,10.11.21.61,10.11.62.55,44,00,0x00,44,15564,TCP,63572,49167,1963706157,0,1024,0,0
