n_features,accuracy,w_precision,w_recall,w_f1score,predict_s
1,79.63733650416171,71.88924551556411,79.63733650416171,75.56519733821996,0
2,81.51010701545779,87.71519093651521,81.51010701545779,83.46385851366827,1611
3,81.86682520808561,88.56504215041305,81.86682520808561,83.86959267786342,1611
4,82.1640903686088,88.64864148457524,82.1640903686088,84.10814383737687,1611
5,81.51010701545779,87.71519093651521,81.51010701545779,83.46385851366827,1611
6,81.51010701545779,87.71519093651521,81.51010701545779,83.46385851366827,1611
7,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
8,81.33174791914387,87.19357608632495,81.33174791914387,83.23849626844479,1611
9,81.33174791914387,87.19357608632495,81.33174791914387,83.23849626844479,1611
10,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
11,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
12,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
13,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
14,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
15,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
16,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
17,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
18,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
19,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
20,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
21,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
22,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
23,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
24,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
25,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
26,81.27229488703924,87.10915481061518,81.27229488703924,83.17892221880771,1611
27,63.10939357907254,84.09631940202705,63.10939357907254,68.45755413266028,1611
28,63.10939357907254,84.09631940202705,63.10939357907254,68.45755413266028,1611
29,63.10939357907254,84.09631940202705,63.10939357907254,68.45755413266028,1611
30,63.10939357907254,84.09631940202705,63.10939357907254,68.45755413266028,1611
31,63.10939357907254,84.09631940202705,63.10939357907254,68.45755413266028,1611
32,63.10939357907254,84.09631940202705,63.10939357907254,68.45755413266028,1611
33,77.08085612366231,83.93095452047805,77.08085612366231,79.50619467873845,1611
34,78.24019024970274,83.76163147866589,78.24019024970274,80.28755808340712,296
