n_features,accuracy,w_precision,w_recall,w_f1score,predict_s
1,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
2,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
3,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
4,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
5,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
6,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
7,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
8,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
9,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
10,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
11,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
12,6.34870499052432,0.4030605505670842,6.34870499052432,0.7579980416367025,1681
13,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
14,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
15,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
16,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
17,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
18,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
19,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
20,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
21,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
22,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
23,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
24,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
25,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
26,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
27,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
28,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
29,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
30,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
31,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
32,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
33,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
34,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
35,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
36,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
37,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
38,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
39,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
40,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
41,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
42,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
43,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
44,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
45,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
46,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
47,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
48,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
49,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
50,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
51,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
52,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
53,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
54,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
55,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
56,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
57,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
58,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
59,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
60,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
61,28.584965255843336,76.91877071917261,28.584965255843336,41.538009972468494,1681
62,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
63,23.436512950094755,73.99171234131991,23.436512950094755,35.439631099059994,1681
64,28.616550852811116,76.93404509481778,28.616550852811116,41.57391409851875,1681
65,28.616550852811116,76.93404509481778,28.616550852811116,41.57391409851875,1681
66,28.6481364497789,76.94929166895379,28.648136449778903,41.609800567784106,1681
67,28.6481364497789,76.94929166895379,28.648136449778903,41.609800567784106,1681
68,23.499684144030322,74.03380807609274,23.499684144030322,35.51754436582856,1681
69,28.6481364497789,76.94929166895379,28.648136449778903,41.609800567784106,1681
70,23.499684144030322,74.03380807609274,23.499684144030322,35.51754436582856,1681
71,23.499684144030322,74.03380807609274,23.499684144030322,35.51754436582856,1681
72,28.6481364497789,76.94929166895379,28.648136449778903,41.609800567784106,1681
73,23.499684144030322,74.03380807609274,23.499684144030322,35.51754436582856,1681
74,23.499684144030322,74.03380807609274,23.499684144030322,35.51754436582856,1681
75,23.499684144030322,74.03380807609274,23.499684144030322,35.51754436582856,1681
76,23.499684144030322,74.03380807609274,23.499684144030322,35.51754436582856,1681
77,28.679722046746686,76.96451051750188,28.679722046746686,41.64566939332099,1681
78,23.626026531901452,74.11746181250467,23.626026531901452,35.6731315838124,1681
79,28.679722046746686,76.96451051750188,28.679722046746686,41.64566939332099,1681
80,28.679722046746686,76.96451051750188,28.679722046746686,41.64566939332099,1681
81,28.711307643714466,76.9797017161072,28.711307643714466,41.681520588173015,1681
82,28.711307643714466,76.9797017161072,28.711307643714466,41.681520588173015,1681
83,23.657612128869236,74.13826405327204,23.657612128869236,35.71197862037779,1681
84,28.711307643714466,76.9797017161072,28.711307643714466,41.681520588173015,1681
