n_features,accuracy,w_precision,w_recall,w_f1score,predict_s
1,87.89073500422417,91.90339136186165,87.89073500422417,89.0399672998883,1609
2,87.89073500422417,91.90339136186165,87.89073500422417,89.0399672998883,1609
3,87.80625176006758,91.78724740357667,87.80625176006758,88.95634968661213,1609
4,87.86257392283864,91.80703006615629,87.86257392283864,89.00258504247255,1609
5,88.00337932976626,92.14539902011717,88.00337932976626,89.16501516673335,1609
6,87.91889608560969,91.94211301099638,87.91889608560969,89.06780654530178,1609
7,87.91889608560969,91.94211301099638,87.91889608560969,89.06780654530178,1609
8,87.89073500422417,91.90339136186165,87.89073500422417,89.0399672998883,1609
9,87.94705716699521,91.92309748594184,87.94705716699521,89.08623670956423,1609
10,87.94705716699521,91.92309748594184,87.94705716699521,89.08623670956423,1609
11,95.55054914108702,95.72528244139087,95.55054914108702,95.6185398845957,1598
12,95.40974373415939,95.51062471724478,95.40974373415939,95.45297419281027,1596
13,95.40974373415939,95.51062471724478,95.40974373415939,95.45297419281027,1596
14,95.40974373415939,95.8042889749407,95.40974373415939,95.53900538254094,1607
15,95.46606589693044,95.87128836738114,95.46606589693044,95.59693201313019,1607
16,95.49422697831596,95.90479018731207,95.49422697831596,95.62585991075674,1608
17,92.5091523514503,94.1250261116537,92.5091523514503,92.9737713853063,1608
18,87.91889608560969,92.23373828220639,87.91889608560969,89.1136587452987,1608
19,87.89073500422417,92.22427413548417,87.89073500422417,89.0905231656418,1608
20,87.89073500422417,92.22427413548417,87.89073500422417,89.0905231656418,1608
21,87.86257392283864,92.2148308850561,87.86257392283864,89.06739260525065,1608
22,87.89073500422417,92.22427413548417,87.89073500422417,89.0905231656418,1608
23,87.86257392283864,92.18536839908758,87.86257392283864,89.0629065716171,1607
24,87.80625176006758,92.1369985159688,87.80625176006758,89.01215439793552,1607
25,74.68318783441285,89.16409733624427,74.68318783441285,78.43263237207194,1607
26,74.68318783441285,89.16409733624427,74.68318783441285,78.43263237207194,1607
27,74.65502675302731,89.11952314112659,74.65502675302731,78.40753170329026,1607
28,74.65502675302731,89.11952314112659,74.65502675302731,78.40753170329026,1607
29,74.76767107856942,89.2979571409331,74.76767107856942,78.50788778933729,1605
30,74.65502675302731,89.11952314112659,74.65502675302731,78.40753170329026,1605
31,74.79583215995494,89.5852969513975,74.79583215995494,78.54554372636746,1605
32,75.24640946212334,90.22447861221995,75.24640946212334,78.94071371218021,1605
33,75.30273162489439,90.43883131661117,75.30273162489439,78.99596159786655,1605
34,75.61250352013518,90.48315081658386,75.61250352013518,79.24937434666738,1605
35,78.93551112362715,91.00403663201213,78.93551112362715,81.94965912630391,1605
36,76.26020839200226,90.61868983971688,76.26020839200226,79.78020464263007,1605
37,75.80963108983386,90.55274083060048,75.80963108983386,79.41238288893771,1605
38,75.92227541537595,90.61011412585222,75.92227541537595,79.50633631474143,1607
39,75.92227541537595,90.61011412585222,75.92227541537595,79.50633631474143,1607
40,75.49985919459307,90.54955960587432,75.49985919459307,79.1609205079047,1607
41,75.24640946212334,90.5970313047326,75.24640946212334,78.9567990197433,1609
42,75.24640946212334,90.5970313047326,75.24640946212334,78.9567990197433,1609
43,75.33089270627991,90.60877400075582,75.33089270627991,79.02605839965283,1609
44,75.33089270627991,90.60877400075582,75.33089270627991,79.02605839965283,1609
45,75.33089270627991,90.60877400075582,75.33089270627991,79.02605839965283,1609
46,75.33089270627991,90.60877400075582,75.33089270627991,79.02605839965283,1609
47,75.27457054350887,90.60094021816256,75.27457054350887,78.9798884571686,1609
48,75.33089270627991,90.60877400075582,75.33089270627991,79.02605839965283,1609
49,75.33089270627991,90.60877400075582,75.33089270627991,79.02605839965283,1609
50,76.40101379892988,90.72100109038652,76.40101379892988,79.89911826725964,1609
51,80.11827654181921,91.32634278725575,80.11827654181921,82.913946320599,1609
52,80.14643762320473,91.33141365778593,80.14643762320473,82.93669174077048,1609
53,80.2309208673613,91.42260101087409,80.2309208673613,83.01075115730949,1610
54,80.2309208673613,91.42260101087409,80.2309208673613,83.01075115730949,1610
55,85.38439876091242,86.89146637677224,85.38439876091242,86.02053168065228,1610
56,85.29991551675585,86.8527650386018,85.29991551675585,85.95361436505978,1610
57,85.29991551675585,86.8527650386018,85.29991551675585,85.95361436505978,1610
58,85.27175443537031,86.83993219768934,85.27175443537031,85.93132212714974,1610
59,83.83553928470853,86.22642278862416,83.83553928470853,84.8025785891911,1610
60,84.62404956350323,86.55369531198416,84.62404956350323,85.42038348084958,1610
61,84.62404956350323,86.55369531198416,84.62404956350323,85.42038348084958,1610
62,82.62461278513095,85.76281172278979,82.62461278513095,83.86134854112065,1610
63,82.62461278513095,85.76281172278979,82.62461278513095,83.86134854112065,1610
64,82.48380737820332,85.82962171459944,82.48380737820332,83.78683293004389,1610
65,82.42748521543227,85.80949338343015,82.42748521543227,83.74323286295301,1610
66,82.39932413404675,85.79945963537972,82.39932413404675,83.72143829257305,1610
67,79.1044776119403,84.74373450367607,79.1044776119403,81.19018164647413,1610
68,79.04815544916924,84.72740327749051,79.04815544916924,81.14713242810727,1610
69,79.07631653055476,84.735562835624,79.07631653055476,81.16865650425963,1610
70,79.04815544916924,84.72740327749051,79.04815544916924,81.14713242810727,1610
71,79.16079977471135,85.2091382384952,79.16079977471135,81.3369947793147,1610
72,79.18896085609688,84.73640639879285,79.18896085609688,81.24707182465207,1610
73,79.18896085609688,84.73640639879285,79.18896085609688,81.24707182465207,1610
74,79.18896085609688,84.73640639879285,79.18896085609688,81.24707182465207,1610
75,79.1044776119403,84.71176830785916,79.1044776119403,81.18251421728911,1610
